source,target,weight
Visual Communication Studies,Sponsored Sessions,2
Visual Communication Studies,Global Communication and Social Change,2
Visual Communication Studies,Theme Sessions,0
Visual Communication Studies,Environmental Communication,0
Visual Communication Studies,Organizational Communication,1
Visual Communication Studies,Intercultural Communication,0
Visual Communication Studies,Mass Communication,5
Visual Communication Studies,"Lesbian, Gay, Bisexual, Transgender and Queer Studies",0
Visual Communication Studies,Game Studies,0
Visual Communication Studies,Communication Law & Policy,0
Visual Communication Studies,Public Relations,3
Visual Communication Studies,Children Adolescents and the Media,2
Visual Communication Studies,Communication and Technology,7
Visual Communication Studies,Language & Social Interaction,0
Visual Communication Studies,Sports Communication,0
Visual Communication Studies,Ethnicity and Race in Communication,1
Visual Communication Studies,Political Communication,9
Visual Communication Studies,Journalism Studies,5
Visual Communication Studies,Visual Communication Studies,86
Visual Communication Studies,Information Systems,3
Visual Communication Studies,Popular Communication,14
Visual Communication Studies,Health Communication,4
Visual Communication Studies,Feminist Scholarship,1
Information Systems,"Philosophy, Theory and Critique",0
Information Systems,Instructional & Developmental Communication,6
Information Systems,Communication History,0
Information Systems,Intergroup Communication,5
Information Systems,Interpersonal Communication,6
Information Systems,Sponsored Sessions,6
Information Systems,Global Communication and Social Change,2
Information Systems,Theme Sessions,5
Information Systems,Environmental Communication,6
Information Systems,Organizational Communication,3
Information Systems,Intercultural Communication,5
Information Systems,Mass Communication,45
Information Systems,"Lesbian, Gay, Bisexual, Transgender and Queer Studies",0
Information Systems,Game Studies,22
Information Systems,Communication Law & Policy,5
Information Systems,Public Relations,2
Information Systems,Children Adolescents and the Media,13
Information Systems,Communication and Technology,41
Information Systems,Language & Social Interaction,5
Information Systems,Sports Communication,1
Information Systems,Ethnicity and Race in Communication,0
Information Systems,Political Communication,13
Information Systems,Journalism Studies,6
Information Systems,Visual Communication Studies,3
Information Systems,Information Systems,348
Information Systems,Popular Communication,1
Information Systems,Health Communication,33
Information Systems,Feminist Scholarship,1
Popular Communication,"Philosophy, Theory and Critique",6
Popular Communication,Instructional & Developmental Communication,0
Popular Communication,Communication History,1
Popular Communication,Intergroup Communication,0
Popular Communication,Interpersonal Communication,1
Popular Communication,Sponsored Sessions,4
Popular Communication,Global Communication and Social Change,6
Popular Communication,Theme Sessions,1
Popular Communication,Environmental Communication,1
Popular Communication,Organizational Communication,3
Popular Communication,Intercultural Communication,1
Popular Communication,Mass Communication,3
Popular Communication,"Lesbian, Gay, Bisexual, Transgender and Queer Studies",7
Popular Communication,Game Studies,0
Popular Communication,Communication Law & Policy,1
Popular Communication,Public Relations,1
Popular Communication,Children Adolescents and the Media,8
Popular Communication,Communication and Technology,5
Popular Communication,Language & Social Interaction,1
Popular Communication,Sports Communication,1
Popular Communication,Ethnicity and Race in Communication,1
Popular Communication,Political Communication,2
Popular Communication,Journalism Studies,5
Popular Communication,Visual Communication Studies,14
Popular Communication,Information Systems,1
Popular Communication,Popular Communication,165
Popular Communication,Health Communication,2
Popular Communication,Feminist Scholarship,13
Health Communication,"Philosophy, Theory and Critique",0
Health Communication,Instructional & Developmental Communication,8
Health Communication,Communication History,0
Health Communication,Intergroup Communication,8
Health Communication,Interpersonal Communication,64
Health Communication,Sponsored Sessions,11
Health Communication,Global Communication and Social Change,6
Health Communication,Theme Sessions,3
Health Communication,Environmental Communication,15
Health Communication,Organizational Communication,26
Health Communication,Intercultural Communication,2
Health Communication,Mass Communication,19
Health Communication,"Lesbian, Gay, Bisexual, Transgender and Queer Studies",1
Health Communication,Game Studies,4
Health Communication,Communication Law & Policy,0
Health Communication,Public Relations,16
Health Communication,Children Adolescents and the Media,19
Health Communication,Communication and Technology,35
Health Communication,Language & Social Interaction,0
Health Communication,Sports Communication,0
Health Communication,Ethnicity and Race in Communication,0
Health Communication,Political Communication,14
Health Communication,Journalism Studies,5
Health Communication,Visual Communication Studies,4
Health Communication,Information Systems,33
Health Communication,Popular Communication,2
Health Communication,Health Communication,534
Health Communication,Feminist Scholarship,2
Feminist Scholarship,"Philosophy, Theory and Critique",2
Feminist Scholarship,Instructional & Developmental Communication,0
Feminist Scholarship,Communication History,2
Feminist Scholarship,Intergroup Communication,1
Feminist Scholarship,Interpersonal Communication,2
Feminist Scholarship,Sponsored Sessions,0
Feminist Scholarship,Global Communication and Social Change,3
Feminist Scholarship,Theme Sessions,1
Feminist Scholarship,Environmental Communication,0
Feminist Scholarship,Organizational Communication,12
Feminist Scholarship,Intercultural Communication,1
Feminist Scholarship,Mass Communication,2
Feminist Scholarship,"Lesbian, Gay, Bisexual, Transgender and Queer Studies",1
Feminist Scholarship,Game Studies,2
Feminist Scholarship,Communication Law & Policy,1
Feminist Scholarship,Public Relations,0
Feminist Scholarship,Children Adolescents and the Media,0
Feminist Scholarship,Communication and Technology,3
Feminist Scholarship,Language & Social Interaction,0
Feminist Scholarship,Sports Communication,0
Feminist Scholarship,Ethnicity and Race in Communication,2
Feminist Scholarship,Political Communication,3
Feminist Scholarship,Journalism Studies,2
Feminist Scholarship,Visual Communication Studies,1
Feminist Scholarship,Information Systems,1
Feminist Scholarship,Popular Communication,13
Feminist Scholarship,Health Communication,2
Feminist Scholarship,Feminist Scholarship,91
